star_name|Vmag|Jmag|Tmag|Gmag|d|SpT|T_eff_st|logL|R_st|M_st|age|binary
TIC 270487285|9.386|7.497|8.296|8.864547729492188|37.904510498046875|K1/2V|4920.1|-0.4628002158641773|0.807801540987087|0.81|null|0
TIC 2620462|13.003|9.246|10.718|11.90379524230957|34.7464599609375|null|3437.0|-1.5161266314951345|0.4923004863531829|0.4892245073922251|null|0
TIC 287849681|12.95|8.948|10.555|11.819618225097656|13.368681907653809|M4|3295.0|-2.143282953069045|0.2601958290054491|0.2321595422387102|null|0
TIC 287973820|9.46|7.752|8.657|9.23503303527832|46.055702209472656|F5|5075.5|-0.455887205278946|0.7651584486819298|0.7837744355201721|13.145355224609377|0
TIC 181959851|11.65|8.978|10.16|11.00998878479004|43.03282928466797|M0|3983.672202134509|-1.0363827601987092|0.6366402237655062|0.6056594479455891|null|0
TIC 119175635|12.758|8.94|10.425|11.622721672058104|23.05863571166992|M3e|3411.0|-1.7077132674480289|0.4008967839597908|0.3927949358957363|null|0
TIC 182000996|9.91|8.146|9.002|9.623374938964844|46.81614303588867|K0V|4770.418912278174|-0.5685326217934085|0.7608048942526155|0.7629942297935486|10.390419006347656|0
TIC 1002373914|8.919|null|8.154|8.714347839355469|37.01350021362305|K0V|5130.176057736999|-0.4452736533046907|0.7581432613468937|0.86|null|1
TIC 111150742|11.972|9.051|10.298|11.254361152648926|40.59173202514648|null|3853.0|-1.1723133906729464|0.581966427102646|0.5713322370535976|null|0
TIC 189791854|9.42|7.823|8.608|9.147157669067385|41.59619903564453|K0|4805.1|-0.4820329739715052|0.8283832279396343|0.78|null|0
TIC 189804818|12.762|9.573|10.88|11.953173637390137|47.3532600402832|null|3688.0|-1.2942479255979575|0.5520098881084106|0.5460515558885102|null|0
TIC 461244610|12.614|8.999|10.456|11.600110054016112|34.398704528808594|M2.5V|3507.0|-1.6131774258024372|0.4228559054617842|0.520698139146137|null|1
TIC 402231298|11.38|8.774|9.946|10.757960319519045|46.948509216308594|M0|4077.469102219352|-0.8865905983380223|0.7220644908661192|0.64|null|0
TIC 115017960|10.67|8.531|9.577|10.318608283996582|45.43009567260742|K4|4341.3222642531355|-0.8022654188568056|0.7019010375782597|0.68|null|0
TIC 451373789|12.73|9.04|10.52|11.669557571411133|21.3631649017334|M2.5|3482.0|-1.775322541854141|0.3559047959743033|0.3410516448559881|null|0
TIC 446430853|11.22|8.724|9.779|10.516101837158203|47.25808334350586|null|4337.907525544687|-0.8462899750182222|0.668262480100566|0.6810609102249146|12.037086486816406|0
TIC 203222054|12.383|9.318|10.526|11.508596420288086|43.49046325683594|null|3789.0|-1.222749045135214|0.5678438306239403|0.5603764821923601|null|1
TIC 305805189|12.521|9.133|10.508|11.597580909729004|42.99112319946289|M2e|3596.0|-1.4063650859865973|0.5103060717726482|0.5798464108552901|null|0
TIC 305747940|12.5|9.526|10.758|11.7808198928833|46.23347091674805|null|3715.0|-1.2786878546982487|0.5538486242896157|0.5486839813731889|null|0
TIC 61110114|9.21|7.059|8.055|8.775764465332031|24.599782943725582|K7V|4496.0|-0.7481213679054132|0.6965292450178179|0.71|null|0
TIC 175406480|11.696|8.763|9.981|10.952545166015623|34.41492462158203|M0|3819.0|-1.196413318490149|0.5761647293196366|0.5674851377646252|null|0
TIC 295698926|9.0|7.548|8.418|9.025595664978027|34.92137145996094|K1V|4765.2|-0.5801902713279987|0.7523072427452339|0.7439993619918823|13.486865997314451|0
TIC 61098813|9.75|7.285|8.392|9.18820858001709|24.677202224731445|M0V|4238.5|-0.855541675446565|0.6925600440509838|0.66|null|0
TIC 5979133|10.139|7.386|8.612|9.474191665649414|18.303241729736328|M0V|3970.7233810352873|-1.1607930350275957|0.5552861750948175|0.558493443869858|null|0
TIC 66779068|12.142|9.151|10.372|11.368158340454102|39.479209899902344|M0|3771.0|-1.2461788054075205|0.5580205300923583|0.552083416729885|null|0
TIC 2620496|10.316|8.327|9.296|9.967487335205078|44.417667388916016|K4V|4564.203574239412|-0.7223036721392393|0.6962589571875083|0.7229647040367126|8.78152084350586|1
TIC 134944229|10.252|8.229|9.164|9.85715103149414|45.1604118347168|K5|4526.853678358226|-0.6576020019341906|0.7625331519708998|0.7270331978797913|11.968467712402344|0
TIC 2591769|12.08|8.966|10.221|11.25540542602539|34.5020637512207|K7|3704.0|-1.289675006018981|0.5501399527509531|0.5445767807250459|null|1
TIC 2620651|11.448|8.728|9.882|10.800287246704102|41.23409652709961|M0.0Ve|3943.0|-1.0422695367610368|0.6454525520806534|0.6218689812380483|null|0
TIC 2621531|12.613|8.813|10.312|11.491064071655272|20.67594337463379|M3.0V|3439.0|-1.7151920774113658|0.3910139524525907|0.3813205836608444|null|0
TIC 2624725|9.48|7.739|8.56|9.15321159362793|40.9054069519043|K2V|4915.510573084526|-0.5144244184978168|0.7626111775465101|0.8|null|0
TIC 187278212|10.28|8.324|9.249|9.901058197021484|44.55629348754883|K3.5V|4759.0|-0.7198563709255481|0.6422336396233808|0.77|null|0
TIC 1757499|11.082|8.611|9.757|10.534503936767578|48.20149993896485|K7V|4177.32298265627|-0.8001396507374643|0.75995295614526|0.65|null|0
TIC 178925379|11.98|8.854|10.141|11.160540580749512|32.27613830566406|M1V|3712.0|-1.3073412299174718|0.5367426360908288|0.5327659410311498|null|0
TIC 178954986|12.519|9.326|10.629|11.663166999816896|46.05767822265625|null|3683.0|-1.2344226030620695|0.5929770778791845|0.5823265671022273|null|0
TIC 134978856|10.512|8.035|9.152|9.945343017578123|33.418113708496094|K7V|4129.421040091529|-0.870574081918994|0.7171124646917343|0.64|null|0
TIC 319464364|11.69|9.122|10.261|11.177453994750977|43.42198181152344|K5V|3947.0|-1.1038165514205036|0.6000813318382995|0.5878311534841801|null|0
TIC 115070878|11.336|7.515|8.979|10.185964584350586|13.169238090515137|dM3.0|3413.0|-1.620930475937175|0.4425015846714122|0.4379714611709328|null|1
TIC 134963687|11.03|8.823|9.903|10.681604385375977|46.55238723754883|K4/5|4170.017772633192|-0.8874156959056965|0.6897139102716087|0.65|null|0
TIC 273726437|12.474|9.271|10.537|11.592988014221191|37.275272369384766|null|3658.0|-1.3684801946187954|0.5151398477214228|0.5126759816586031|null|1
TIC 708973|10.724|7.889|9.071|10.021503448486328|24.166732788085938|M0.5V|3874.0|-1.1586536168058272|0.5847989762499238|0.5755312963156537|null|0
TIC 295680935|10.51|8.031|9.143|9.94931983947754|29.402128219604492|K5V|3967.3|-0.9381381368888906|0.7187758747247254|0.6185116455568532|null|0
TIC 175407829|9.589|6.9|8.026|8.941061019897461|15.096635818481444|K5V|3802.0|-1.0652515495202166|0.6760870930153604|0.5760283602067979|null|0
TIC 66733343|10.759|8.863|9.803|10.458481788635254|45.916725158691406|sdK|4526.0|-0.8874504271922328|0.5854614877399769|0.72|null|0
TIC 115070453|11.972|8.984|10.207|11.20455265045166|37.25040054321289|M1|3764.0|-1.2338845257119224|0.5680821620002121|0.560480922284475|null|0
TIC 115080018|12.65|9.536|10.819|11.836281776428224|42.993377685546875|null|3720.0|-1.3329892711016804|0.5188862106656864|0.5191635586894315|null|0
TIC 175402124|12.12|8.595|9.993|11.120221138000488|18.043983459472656|M3|3522.0|-1.7031725845198349|0.3779963875022631|0.3664422133053069|null|0
TIC 56665956|12.11|8.276|9.786|10.99129581451416|16.324966430664062|dM3.0|3406.0|-1.7190319880571778|0.3968691705988454|0.3877547824858301|null|0
TIC 308820098|10.184|7.668|8.809|9.616825103759766|39.41329574584961|K5V|4078.941475710076|-0.5824941899914038|1.0240250994043087|0.64|null|0
TIC 152854209|9.08|7.307|8.387|9.14677619934082|24.72927474975586|K5|4263.5701082249325|-0.8450222552444042|0.6927789764033279|0.66|null|1
TIC 389427425|10.34|7.973|9.149|9.90839958190918|36.47423553466797|M0V|4266.654699471098|-0.8128140284684731|0.7179110483325846|0.67|null|1
TIC 357307559|12.072|8.776|10.084|11.15071964263916|24.888925552368164|M1.5V|3632.0|-1.490859215330574|0.4538698744668143|0.4508057292948487|null|0
TIC 350074599|12.48|8.847|10.272|11.41014575958252|19.300247192382812|M2.5V|3500.0|-1.7545539413926985|0.3607776168332724|0.3468119456157073|null|1
TIC 350043760|12.733|9.406|10.724|11.78834056854248|36.1886100769043|null|3630.0|-1.441894067573839|0.4807201881491142|0.4789540822553499|null|1
TIC 70667124|10.37|8.105|9.142|9.87017822265625|36.182857513427734|K3/4V|4486.0|-0.8450452386315973|0.6257653145476771|0.7|null|1
TIC 63216220|10.69|8.411|9.476|10.20387363433838|46.27668762207031|K4V|4253.4|-0.7211251302684761|0.8028189704681209|0.66|null|0
TIC 842453185|null|null|9.181|9.653010368347168|28.8911075592041|null|null|null|null|null|null|1
TIC 70676809|12.038|9.096|10.309|11.265125274658203|45.432186126708984|null|3850.0|-1.1193954916247923|0.6194887729322324|0.6034487364951433|null|0
TIC 70679258|13.67|8.9|10.058|10.979191780090332|41.11873626708984|M0|3935.0|-1.091384716339452|0.612450245807212|0.5982423605998632|null|0
TIC 301677029|9.83|7.969|8.868|9.503063201904297|40.470951080322266|K2/3|4728.502666606797|-0.6414845402925599|0.7119723013379206|0.7291761040687561|null|0
TIC 366700465|9.374|7.459|8.325|8.928499221801758|37.46375274658203|K3|4885.606365732925|-0.4976803031465089|0.7870014772543821|0.7662324905395508|null|1
TIC 471012633|10.07|7.259|8.844|9.56519603729248|34.82050323486328|null|4213.83642578125|-0.7324894669098474|0.807332740886891|0.7034826278686523|13.460827827453612|1
TIC 412130768|10.43|7.259|9.146|9.952444076538086|34.820186614990234|K7.0V|4200.0|-0.8552815173265336|0.7055264587773912|0.6570338162922235|null|1
TIC 953661974|12.25|null|11.594|11.157139778137209|43.7044677734375|null|3946.228554262255|-1.070775798687015|0.6235916280973599|0.6142078414700733|null|1
TIC 366698964|11.401|8.527|9.702|11.800305366516112|43.76514434814453|K5V|3994.0|-1.3408999260490264|0.4460530987199765|0.6677262428211705|null|1
TIC 376865733|11.07|8.582|9.708|10.455466270446776|45.19652557373047|K5Ve|4295.864420068372|-0.8518464637597482|0.6770617514027797|0.67|null|1
TIC 281930454|11.58|8.745|9.946|10.895977020263672|46.262088775634766|M0.0V|3875.0|-1.017934761429896|0.6872928888273654|0.6546461543798092|null|0
TIC 281930597|9.19|7.723|8.454|8.971111297607422|47.74699401855469|G8:|5200.9|-0.3287313218494962|0.8435871912853162|0.88|null|0
TIC 281906915|9.585|7.23|8.306|9.075251579284668|31.450515747070312|K4V|4244.741883649341|-0.6033066090904106|0.923202064750354|0.66|null|0
TIC 325274708|13.306|8.682|9.828|10.751428604125977|37.88691711425781|K7V|3936.0|-1.0861672858834026|0.615827136716897|0.6010591509028644|null|0
TIC 325274397|12.38|8.223|9.902|11.618813514709473|22.237960815429688|M4|3343.0|-1.5216495034694355|0.5170769041419241|0.4977262381898351|null|0
TIC 377227655|10.47|7.4|8.341|9.021821975708008|29.938196182250977|K5V:|4544.636154554166|-0.6835020164808774|0.734350505726798|0.7148392796516418|13.411529541015623|1
TIC 842404816|null|null|10.87|11.425896644592283|24.22381019592285|null|4024.0|-1.713614161332546|0.2861077487344895|0.6289669806914333|null|1
TIC 411103237|12.603|9.304|10.659|11.72638988494873|38.50763320922851|null|3636.0|-1.3708967325513897|0.5199439503468248|0.5186454030277068|null|1
TIC 411103229|12.473|9.306|10.586|11.630383491516112|38.64664459228515|null|3685.0|-1.3334199416395391|0.5285276222735116|0.5260380389029676|null|1
TIC 350348591|12.369|8.643|10.092|11.270957946777344|17.85305404663086|M3.0V|3441.0|-1.7665594964009248|0.3681319839934669|0.3552426810737048|null|0
TIC 350023518|9.02|7.362|8.164|8.742254257202148|36.18678283691406|K0|5013.2558324802985|-0.4661174261816305|0.775093680936154|0.83|null|0
TIC 277887463|11.459|8.544|9.776|10.85084629058838|38.77372360229492|K7V|3843.0|-1.100700492069408|0.635274802546489|0.6292174343213369|null|0
TIC 350023782|10.1|8.424|9.283|9.925270080566406|47.85245132446289|K4|4691.810175907739|-0.6598604814658164|0.7080134996084579|0.7229893803596497|null|0
TIC 392822740|11.904|9.144|10.311|11.245786666870115|40.16550064086914|null|3907.0|-1.1796570909806368|0.5612253467005659|0.5553740297751919|null|0
TIC 392833911|10.798|8.047|9.201|10.279070854187012|29.47096061706543|K5V|3976.9423828125|-1.0935773640947672|0.598088379875984|0.6142023927608652|null|0
TIC 281783052|13.01|9.004|10.543|11.77686595916748|20.412410736083984|M3.6|3352.0|-1.8201138066456075|0.3647436347286654|0.3512845224361168|null|0
TIC 393584005|11.675|7.319|8.975|10.290781021118164|6.9641547203063965|M4V|3243.0|-2.0684385514033403|0.2927786957540804|0.2685345850458468|null|1
TIC 364981219|12.172|9.159|10.426|11.416571617126465|42.18363571166992|M0V|3784.0|-1.2180817349936772|0.5724130441265801|0.5650567367853747|null|0
TIC 350340622|9.64|7.751|8.668|9.302997589111328|37.131744384765625|K5|4626.5|-0.618656865945741|0.7635176463153773|0.7349319458007812|12.536623001098633|0
TIC 393494197|11.954|9.014|10.625|11.596199035644531|48.736907958984375|M2|3886.210581268106|-1.13413287358825|0.5977692191341734|0.6011981846513351|null|0
TIC 377097032|12.225|9.196|10.453|11.435545921325684|37.946319580078125|null|3798.0|-1.291977797184852|0.5218597783189077|0.5196129882848618|null|0
TIC 393528939|12.766|9.771|10.974|11.97270679473877|48.25767517089844|null|3761.0|-1.3026430536349394|0.5256836276478478|0.5224550264104447|null|1
TIC 393529237|12.218|9.485|10.63|11.543808937072754|49.21950912475586|null|3949.0|-1.1341577529070217|0.5788946033096405|0.5706530164537309|null|0
TIC 393565400|10.954|8.627|9.677|10.421673774719238|46.182037353515625|K5|4214.4|-0.8008643633916656|0.7460173992653926|0.66|null|0
TIC 393494810|11.604|8.879|10.009|10.936517715454102|36.994667053222656|K7V|3921.0|-1.1535887466424442|0.574201849366669|0.5661152854285787|null|0
TIC 63881698|12.737|8.607|10.216|11.465004920959473|13.241777420043944|M4V|3332.0|-2.030952820196211|0.2895784567349679|0.2649337744746206|null|0
TIC 344950883|12.776|9.426|10.764|11.845725059509276|29.687389373779297|M1|3603.0|-1.5951074548092727|0.4090443452214488|0.401161885799882|null|0
TIC 350101073|12.446|9.494|10.724|11.69547176361084|48.08231735229492|null|3809.0|-1.21810348104542|0.5649096050151019|0.5585372962529795|null|1
TIC 411187242|9.9|8.251|9.05|9.629451751708984|47.19355392456055|K2|4856.7|-0.5715896676003731|0.7314341873566982|0.8049702644348145|0.8293335437774658|0
TIC 411090403|11.842|9.098|10.244|11.157933235168455|40.01557540893555|null|3945.0|-1.1451326212077968|0.5727859007107726|0.5636018600182835|null|0
TIC 389355159|11.422|9.031|10.103|10.872200965881348|49.28688430786133|K5|4116.8|-0.900493900688755|0.6970856727857193|0.6733710169792175|3.321320056915283|0
TIC 399089737|11.405|7.995|9.332|10.45276165008545|18.17371940612793|M1V|3555.0|-1.504398364922276|0.4664168722138754|0.4638027153208308|null|0
TIC 385194991|10.998|7.323|8.772|9.934185028076172|13.463226318359377|dM3.0|3474.0|-1.5303375605718754|0.4740500932422098|0.471822140871432|null|0
TIC 399074043|11.46|8.922|9.994|10.773552894592283|40.19060134887695|K5|4092.0|-1.0319672229266137|0.6064538860755792|0.64|null|0
TIC 82546179|12.61|8.859|10.369|11.552173614501951|24.551097869873047|M3.0V|3435.0|-1.6093308600838805|0.442724679289986|0.4390318367910762|null|1
TIC 92083704|9.31|7.88|8.598|9.103827476501465|48.14405822753906|G9V|5397.375500720563|-0.3899697936762311|0.729965746111878|0.93|null|0
TIC 399119319|11.502|7.581|9.108|10.335732460021973|14.252545356750488|M3.5V|3381.0|-1.6105224396459583|0.4563531824410239|0.4531450240741621|null|0
TIC 399106661|11.05|8.989|9.965|10.65412712097168|48.8701171875|null|4502.8136811955965|-0.9037134819108148|0.580534387537708|0.7|null|0
TIC 88116985|11.967|9.15|10.383|11.35426139831543|39.67771911621094|null|3821.0|-1.250540753261833|0.5407894279100308|0.5368808890850896|null|1
TIC 92139972|12.699|9.557|10.862|11.89442253112793|49.86111831665039|null|3706.0|-1.2627673081588078|0.5668369607702364|0.5601994681088626|null|1
TIC 87500319|11.45|8.941|10.085|10.89454746246338|46.006141662597656|K7.5Ve|4091.792983059452|-0.9626999899766376|0.6568638226328588|0.64|null|0
TIC 87532960|12.604|9.018|10.441|11.567885398864746|26.26809883117676|null|3532.0|-1.57997748156792|0.4331342374487208|0.428165882758329|null|0
TIC 92133050|10.19|8.011|9.035|9.741533279418944|34.242340087890625|K8V|4452.577588103779|-0.8386833623791875|0.6398644347984022|0.6772266626358032|null|0
TIC 138126906|13.023|9.264|10.726|11.952342987060549|27.841|M3|3444.0|-2.1194292426482364|0.2448001829017767|0.4098762491076882|null|0
TIC 367674851|11.8|8.492|9.809|10.899506568908691|26.1499|M0V|3627.0|-1.7323122435181286|0.3446683554118855|0.5074610059674121|null|0
TIC 72460713|12.589|9.403|10.708|11.738740921020508|39.421875|null|3709.0|-1.3496518388052072|0.5120508115418242|0.5099049059643519|null|0
TIC 199481655|12.934|8.867|10.451|11.69933795928955|22.00508499145508|M3.5V|3344.0|-1.7441152588930835|0.4000022901894207|0.3912837298790361|null|0
TIC 424732169|9.12|7.377|8.246|8.854677200317383|34.58743667602539|K2|4868.472879986398|-0.5356483394551024|0.758652625121508|0.765404999256134|11.92612075805664|0
TIC 954011067|null|10.25|10.575|11.070570945739746|19.687725067138672|M4|null|null|null|null|null|1
TIC 347363984|9.398|6.825|8.148|8.973732948303223|19.668771743774418|K4V|3967.9|-0.9666434101322732|0.6953596770382149|0.6584262622703773|null|1
TIC 347389426|12.54|9.067|10.419|11.524927139282228|24.454181671142575|M2V|3580.0|-1.6153511704086148|0.4047725067315741|0.3963768952500657|null|0
TIC 199496227|11.93|9.077|10.233|11.066587448120115|44.71233749389648|K5|3931.1|-1.0080996482398676|0.6754211213292884|0.5950035477087977|null|0
TIC 157201953|9.21|7.704|8.436|8.971473693847656|48.41925430297851|K0|5244.0|-0.3192020076685853|0.8389310624368673|0.8147289752960205|null|0
TIC 84951057|8.898|7.456|8.186|8.708703994750977|47.8807373046875|K1V|5118.7|-0.2147792076555291|0.9929872844387032|0.86|null|0
TIC 335814603|13.944|8.867|10.111|11.13070011138916|29.960939407348633|M1.5V|3728.0|-1.3636001256224253|0.498770517961187|0.4969729295143378|null|0
TIC 903392616|11.19|null|9.97|10.783955574035645|48.61076354980469|null|4286.355715332123|-0.9179115704547536|0.6302610097393145|0.6699765693319335|null|1
TIC 14722387|12.334|9.273|10.543|11.541655540466309|44.68254470825195|null|3760.0|-1.2260893065099585|0.574423636094593|0.5671754328336663|null|0
TIC 14724388|12.085|9.439|10.631|11.588616371154783|49.911888122558594|null|3872.0|-1.1498290694995488|0.5913810619589313|0.5806122355145235|null|0
TIC 291108016|12.852|8.699|10.267|11.527947425842283|11.520011901855469|M4.0Ve|3319.0|-2.1652671533011585|0.2500371634362218|0.221071953763283|null|0
TIC 397479763|9.85|7.762|8.773|9.460516929626465|32.619781494140625|K4|4528.700642331447|-0.7818130434119436|0.660387578170787|0.71|null|0
TIC 389356212|13.9|8.525|10.433|11.926109313964844|6.463395595550537|M4.5Ve|2948.0|-2.6956699542779137|0.1720928034030513|0.1424495595219418|null|0
TIC 389362829|9.97|8.014|8.91|9.56413459777832|41.652828216552734|K4/5|4650.868979242316|-0.6300964822080805|0.7456520112174965|0.7359000444412231|12.32248592376709|0
TIC 389347710|12.1|8.878|10.185|11.222200393676758|30.447345733642575|M1|3692.0|-1.3667358665027578|0.5067121603923656|0.5043319749514255|null|0
TIC 335813275|12.852|9.391|10.764|11.864930152893066|35.58849334716797|M2.0V|3574.0|-1.4714621382062558|0.4793055738101405|0.4777729268449353|null|0
TIC 84950377|10.385|7.483|8.717|9.676210403442385|21.4644832611084|K5V|3852.0|-1.1233958719656665|0.6160020421915408|0.6007896202948712|null|0
TIC 388799527|10.21|7.818|8.92|9.676806449890137|28.27218437194824|K5|4272.671062588518|-0.942773849327565|0.6164059205965192|0.67|null|1
TIC 388880635|10.96|8.79|9.807|10.53806972503662|48.479766845703125|K4/5V|4265.2|-0.8171622172009562|0.7148134821514297|0.6869313716888428|9.249238967895508|0
TIC 291108910|9.96|8.1|9.005|9.633837699890137|47.09049224853515|null|4766.957250888785|-0.5672048296192097|0.7630758611654175|0.76|null|0
TIC 388916285|9.66|8.054|8.842|9.412830352783203|45.5155143737793|K0|5025.0|-0.5340352168946766|0.7134489517720347|0.8169487714767456|1.9408224821090696|1
TIC 86268835|9.63|7.881|8.742|9.345093727111816|43.598976135253906|K1|4871.0|-0.5309803671213768|0.7619495240995974|0.79|null|1
TIC 396915485|11.185|7.994|9.289|10.332718849182127|20.151798248291016|M0V|3679.0|-1.3830734054776543|0.50079082832739|0.4987030745791457|null|0
TIC 388802555|12.64|8.478|10.074|11.337925910949709|12.76589298248291|M4V|3315.0|-2.025146324825016|0.2945183894784309|0.2705547573711367|null|0
TIC 396915226|10.674|7.787|8.967|9.936585426330566|24.01412773132324|K6V|3841.0|-1.1445945773902906|0.6045980495769326|0.5922344658532905|null|0
TIC 380584389|8.96|7.361|8.124|8.688776969909668|37.52558135986328|K0|5079.372441495743|-0.41899003701765|0.7971453363957818|0.8590647578239441|1.6679803133010864|0
TIC 165428235|12.723|9.474|10.811|11.864139556884766|38.0161247253418|null|3660.0|-1.4283620338761711|0.4802965389740771|0.4783046620571216|null|0
TIC 380667435|11.05|8.565|9.676|10.456698417663574|45.01079177856445|K4/5V|4182.737165118472|-0.8298316510532758|0.7325135604302851|0.65|null|1
TIC 86229068|11.08|8.642|9.764|10.551528930664062|43.364131927490234|K5V|4083.1|-0.8739781986473403|0.7306064679391707|0.64|null|0
TIC 380669453|13.779|8.429|9.808|10.899825096130373|25.272186279296875|M2.0V|3593.0|-1.4018873793683793|0.5138004978579418|0.511262230855694|null|0
TIC 86151914|12.651|9.186|10.591|11.69832706451416|27.429182052612305|M2|3562.0|-1.586327058205773|0.422767199879904|0.4168771587239392|null|0
TIC 277736573|8.93|7.36|8.115|8.674673080444336|41.33096694946289|K0|5117.555594154494|-0.332576707250666|0.8674394165436773|0.899949|0.231727|0
TIC 277776527|10.82|8.774|9.807|10.565773010253906|47.732208251953125|K4|4153.2|-0.8151290447795431|0.755653036364225|0.6804453730583191|null|0
TIC 374267666|12.636|8.463|10.079|11.3671236038208|15.266228675842283|M4V|3287.0|-1.890659473783062|0.3497224400042903|0.3341359846043988|null|0
TIC 374180523|11.805|8.365|9.713|10.813155174255373|34.49395751953125|M2.0V|3576.0|-1.221230582270736|0.6386197323932591|0.6293639351971068|null|0
TIC 34986740|11.856|9.028|10.274|11.406800270080566|47.67988967895508|null|3850.0|-1.0734234264672835|0.6531598379149777|0.6293583878299316|null|0
TIC 1006575|9.4|7.422|8.119|8.65976619720459|45.655704498291016|K1III/IV+A/F|5200.912543034147|-0.2464327654773438|0.927421501340588|0.88|null|1
TIC 443607664|12.8|9.606|10.909|11.943886756896973|41.6237678527832|null|3691.0|-1.3866454681082132|0.4954979024898917|0.4937514425885165|null|0
TIC 38064734|9.878|7.66|8.638|9.340876579284668|33.145225524902344|K4/5V|4741.0|-0.7498719056588316|0.6251392701499414|0.7155666947364807|11.631795883178713|0
TIC 173165359|11.21|8.36|9.569|10.514325141906738|34.717105865478516|M0Vk|3876.0|-1.0759217422202014|0.6425756097023385|0.6219313588058737|null|0
TIC 49431004|12.06|9.201|10.408|11.35560417175293|40.886592864990234|null|3866.0|-1.2056186098224009|0.5563135531602655|0.5508615060622619|null|1
TIC 49524658|12.61|8.778|10.325|11.501476287841797|19.882299423217773|M3|3442.0|-1.7468742430281932|0.3763516213494614|0.3648502887748348|null|1
TIC 397025550|11.464|8.17|9.54|10.60507869720459|25.49062156677246|M1.5V|3649.0|-1.307177756836415|0.5555409020956353|0.55039892935062|null|0
TIC 62941328|12.3|9.251|10.488|11.49678897857666|34.874359130859375|M0.5|3743.0|-1.3631847878520091|0.4950175503579034|0.493562567531832|null|0
TIC 325273691|13.34|8.991|10.66|11.966901779174805|18.810604095458984|M4V|3240.0|-1.930055743571531|0.3439812359742637|0.3273034321198267|null|1
TIC 325315797|9.13|7.661|8.353|8.886155128479004|45.82231903076172|K0V|5349.0|-0.3401576570688045|0.7870976586498167|0.8103746771812439|null|0
TIC 325275315|11.153|6.505|8.243|9.60099983215332|3.3742213249206543|dM4|3163.0|-2.4023765473960728|0.2095395405499391|0.1786948869957618|null|0
TIC 173090530|10.949|8.641|9.691|10.451886177062988|38.11461639404297|K5V|4255.8012570508645|-0.989552953433974|0.5887263728574988|0.66|null|0
TIC 173103335|12.17|9.421|10.546|11.47414207458496|43.93836212158203|M1V|3920.0|-1.1927553402872146|0.5491649875509083|0.5448857074558714|null|0
TIC 396956385|12.07|9.119|10.355|11.322439193725586|41.85786437988281|K7|3823.0|-1.192780804358431|0.5773692453109677|0.569474777331146|null|1
TIC 363497583|9.39|7.64|8.467|9.042179107666016|39.514190673828125|K2|5068.6|-0.5116305760410169|0.7195505646567855|0.7887383103370667|8.929648399353027|0
TIC 363573338|12.007|9.473|10.614|11.424246788024902|49.99510192871094|null|3937.4|-1.056998389907411|0.636406161892834|0.5712491816071876|null|0
TIC 281885603|11.589|9.104|10.269|11.098756790161133|48.409481048583984|null|3921.4|-0.9510979748611968|0.7248053134066101|0.6179017593320709|null|1
TIC 396951485|12.451|8.999|10.361|11.47911262512207|28.05529403686523|M2.5V|3543.0|-1.539541280459583|0.4509617425343608|0.4480574138517284|null|0
TIC 396998929|11.508|8.768|9.958|10.86924648284912|34.227291107177734|M0.0V|3967.0|-1.1668754046470358|0.5524469008310317|0.547460803879919|null|0
TIC 397000048|12.7|9.499|10.826|11.870346069335938|38.756446838378906|null|3668.0|-1.424259150613318|0.4804679417372485|0.4790930283391128|null|0
TIC 14343469|10.34|7.898|9.095|9.935229301452637|28.21298599243164|K5|3913.4|-0.950412608289124|0.7283462010576822|0.6222936340872219|null|0
TIC 62904024|11.217|8.201|9.437|10.439045906066896|24.259700775146484|M0.5V|3763.0|-1.278793293677312|0.5397436745269713|0.5357403016147734|null|0
TIC 443582221|10.67|8.467|9.497|10.230539321899414|43.99080657958984|K6|4361.239982062509|-0.7990793411446588|0.6980604044330557|0.6850811839103699|null|0
TIC 96104473|9.04|7.615|8.292|8.812633514404297|43.106746673583984|K0V|5327.300870155677|-0.365613565824471|0.7706042708717473|0.8537184596061707|6.227613925933838|1
TIC 26306369|11.491|8.694|9.848|10.781487464904783|37.66860580444336|K9Vk|3905.0|-1.089050560554404|0.6235701077730946|0.6075339088412481|null|0
TIC 26208203|12.841|9.551|10.889|11.948370933532717|44.73155212402344|null|3643.0|-1.351751357193462|0.5294910501791211|0.5270626845168342|null|0
TIC 36724087|13.14|9.007|10.585|11.837257385253906|22.020906448364254|M4.0|3331.0|-1.8072688590168071|0.3748598697546281|0.3626732942205228|null|1
TIC 36841797|10.036|7.69|8.757|9.501009941101074|28.995216369628903|K5.5V|4316.455663134041|-0.8600455650221234|0.6643168888235018|0.6753181219100952|10.89395236968994|0
TIC 36879392|10.139|6.895|8.214|9.275511741638184|12.786211967468262|M1V|3646.0|-1.3600312677786304|0.5236048761316195|0.5211721299038844|null|0
TIC 33359422|8.73|7.354|8.082|8.606928825378418|47.044090270996094|K0V|5279.0|-0.1998979930274967|0.94973036661233|0.9|null|0
TIC 33355302|9.874|7.96|8.86|9.508946418762209|41.30256652832031|K4:V|4816.0|-0.6349711426349822|0.6915030771342576|0.78|null|0
TIC 33300879|9.95|7.831|8.801|9.480469703674316|33.00579833984375|K4Vk:|4547.0230642679835|-0.7826255746690756|0.6544636698130227|0.71|null|0
